filename,city,state,Geography,District #,office,year,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Estimate!!INCOME AND BENEFITS!!Total households!!Mean household income (dollars),Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),Estimate!!INDUSTRY!!Civilian employed population 16 years and over,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!SEX AND AGE!!Total population,Estimate!!HOUSEHOLDS BY TYPE!!Total households
Vineyard_11022021_CityCouncil.csv,Vineyard,UT,city council,,City council,2021,6144,2705,7573,1.8,0,317,1740,9673,119268,94018,7434,53,418,468,328,407,12663,1173,721,12663,12663,4068
Payson_11052019_CityCouncil_tab2.csv,Payson,UT,city council,,City council,2019,10981,2712,10620,4.2,17,318,2753,17220,88434,75682,10170,125,350,302,269,345,21093,1196,730,21093,21093,5852
Payson_11052019_CityCouncil_tab1.csv,Payson,UT,city council,,City council,2019,10981,2712,10620,4.2,17,318,2753,17220,88434,75682,10170,125,350,302,269,345,21093,1196,730,21093,21093,5852
Genola_11022021_CityCouncil.csv,Genola,UT,city council,,City council,2021,839,200,753,1.3,3,28,59,1476,131830,126500,743,18,9,5,0,99,1648,20,18,1648,1648,406
Moab_11022021_CityCouncil.csv,Moab,UT,city council,,City council,2021,3753,1253,3277,2.2,0,143,910,3946,70512,52385,3205,41,242,78,2,130,5329,472,347,5329,5329,2284
Lehi_11022021_CityCouncil.csv,Lehi,UT,city council,,City council,2021,40128,19417,37950,4.4,177,1314,5925,66299,141228,117243,36282,149,377,3218,705,1175,77110,4241,2294,77110,77110,21250
Payson_11052019_CityCouncil_tab3.csv,Payson,UT,city council,,City council,2019,10981,2712,10620,4.2,17,318,2753,17220,88434,75682,10170,125,350,302,269,345,21093,1196,730,21093,21093,5852
Albany_11082022_FAKECityCouncil.csv,Albany,NY,city council,,City council,2022,62496,26849,55372,8,59,1147,9907,50469,76486,54736,50931,125,1588,7911,32949,159,99692,14721,6993,99692,99692,43435
Bloomington_11072023_SpecialCityCouncilAtLarge.csv,Bloomington,MN,city council,,City council,2023,65063,29189,50831,4.4,79,1042,7738,61340,110574,87381,48589,260,1620,6264,12109,243,89244,12403,5645,89244,89244,37653
Boulder_11072023_Mayor.csv,Boulder,CO,city,,Mayor,2023,60126,46028,61397,5.4,27,547,11452,83303,132935,80243,58063,483,1582,8079,2022,225,106598,10969,6233,106598,106598,43658
Burlington_03052024_Mayor.csv,Burlington,VT,city,,Mayor,2024,24354,14684,26151,4.7,59,403,1457,38367,93790,64931,24920,251,191,2294,2314,26,44646,3434,1452,44646,44646,17448
Minneapolis_11052013_ParkRecBoardAtLarge.csv,Minneapolis,MN,park district,,Park board,2013,263897,125087.178,240754,7.6,65,6375,39857,241066,75185,51480,222453,1036,11647,28780,83922,948,399950,61918,36346,399950,399950,168385
Minneapolis_11062009_MinneapolisParkRecBoard.csv,Minneapolis,MN,park district,,Park board,2009,250683,112055.301,228833,9.5,81,6324,36719,238110,68190,47478,207205,632,11925,23870,75883,405,381833,56744,36443,381833,381833,168273
Minneapolis_11072017_ParkBoardAtLarge.csv,Minneapolis,MN,park district,,Park board,2017,280424,141463,256184,5.1,65,5943,40432,252180,89282,62583,243171,952,11876,30759,91094,740,420324,65579,34946,420324,420324,176974
SanFrancisco_11052019_PublicDefender.csv,San Francisco,CA,city,,Public defender,2019,688969,410052,540475,5.3,286,8238,133241,339050,178742,126187,511902,872,12302,333357,58264,6942,865933,295398,110408,865933,865933,361222
SanFrancisco_11062018_PublicDefender.csv,San Francisco,CA,city,,Public defender,2018,696575,409341,547090,4.7,273,8262,132865,348449,167663,119136,521465,806,10692,335512,57920,6880,874784,299510,110101,874784,874784,362141
Cambridge_11072023_SchoolBoard.csv,Cambridge,MA,school board,,School board,2023,79997,63931,73356,3.3,152,1068,10302,66070,169569,121539,70910,166,1021,26098,15066,285,117962,34750,21007,117962,117962,49475
Cambridge_11082005_SchoolCommittee.csv,Cambridge,MA,school board,,School committee,2005,75217,,63580,,369,1330,7829,70633,95925,64420,60440,92,941,14377,13413,241,106255,27316,17246,106255,106255,47100
Cambridge_11032015_SchoolCommittee.csv,Cambridge,MA,school board,,School committee,2015,74490,56984.85,68731,5.2,64,1210,9707,68330,125041,89145,65165,120,931,19703,13823,285,110893,31305,19809,110893,110893,44234
Cambridge_11042003_SchoolCommittee.csv,Cambridge,MA,school board,,School committee,2003,75217,,63580,,369,1330,7829,70633,95925,64420,60440,92,941,14377,13413,241,106255,27316,17246,106255,106255,47100
Cambridge_11152019_SchoolCommittee.csv,Cambridge,MA,school board,,School committee,2019,78944,63138,72011,3.7,120,1171,10265,67193,154448,112565,69314,103,921,24619,14577,295,116892,34073,20565,116892,116892,47777
Cambridge_11082011_SchoolCommittee.csv,Cambridge,MA,school board,,School committee,2011,72386,53203.71,63778,6.1,274,1414,8198,66764,108729,72529,59904,79,1191,16845,14120,144,105737,29243,17540,105737,105737,44345
Cambridge_11062007_SchoolCommittee.csv,Cambridge,MA,school board,,School committee,2007,75217,,63580,,369,1330,7829,70633,95925,64420,60440,92,941,14377,13413,241,106255,27316,17246,106255,106255,47100
Cambridge_11052013_SchoolCommittee.csv,Cambridge,MA,school board,,School committee,2013,72618,54536.117999999995,66288,5,68,1291,8670,67973,115608,79416,62998,71,1070,18428,13090,232,107916,29231,17696,107916,107916,43801
Cambridge_11072017_SchoolCommittee.csv,Cambridge,MA,school board,,School committee,2017,79240,62628,73312,4,111,1247,11066,69795,139991,103154,70348,87,903,22252,14219,236,116632,33701,21325,116632,116632,46835
SanFrancisco_11052019_Sheriff.csv,San Francisco,CA,city,,Sheriff,2019,688969,410052,540475,5.3,286,8238,133241,339050,178742,126187,511902,872,12302,333357,58264,6942,865933,295398,110408,865933,865933,361222
SanFrancisco_11052019_Treasurer.csv,San Francisco,CA,city,,Treasurer,2019,688969,410052,540475,5.3,286,8238,133241,339050,178742,126187,511902,872,12302,333357,58264,6942,865933,295398,110408,865933,865933,361222
Berkeley_11022010_CityCouncilDistrict1.csv,Berkeley,CA,city council,1,City council,2010,9022.076984752599,6318.375982347234,7650.731305514915,7.445266885,9.976861532928043,213.01148621316963,1559.1667980824307,7143.477074482821,85367.25610102803,60748.76498364765,7082.171864365785,45.40066450650484,94.14348937,2329.9672851540035,1206.3496110680908,97.01886191341761,12386.623749175014,2548.3020047951413,1456.2995047520324,12386.623749175014,12386.623749175014,5773.893957915139
Berkeley_11042014_CityCouncilDistrict1.csv,Berkeley,CA,city council,1,City council,2014,10597.90658359362,7474.927632038642,8887.337828267255,6.116078741993537,19.508524503688655,162.41132965718728,1465.770059194166,8539.355183481424,94607.20201556884,72592.93672507096,8344.876017265697,35.78406034351895,250.79317676170226,2814.2309692488266,1454.925264889707,89.36409005941461,14394.08754033165,2569.9560152958825,1349.5259555852363,14394.08754033165,14394.08754033165,6431.604447694624
Berkeley_11062018_CityCouncilDistrict1.csv,Berkeley,CA,city council,1,City council,2018,11269.226788659957,8154.313101170468,8728.608446919501,4.000052440016525,0,120.46702464928697,1809.8502369864789,8326.023706628997,136565.78009363188,98131.42156297939,8380.215239,91.40744004826382,193.3639800583117,3295.1737924086437,1617.4823049835347,40.96208314517542,14922.45626834163,2536.3414407359915,1318.3027375380937,14922.45626834163,14922.45626834163,6315.832053085486
Minneapolis_11022021_CityCouncilWard1.csv,Minneapolis,MN,city council,1,City council,2021,24576.63749,12252.581558689939,22462.26459843043,4.704190283891976,205.99999841088297,519.7985578664417,3190.014740190551,23468.58362388064,100209.53557864348,80247.43052021373,21404.76231721524,71.31941113704103,1146.2631182446848,2100.184286041189,4700.0944446283365,57.79462975053835,34001.82004732672,4367.040098,2063.696526390638,34001.82004732672,34001.82004732672,15028.612188149556
Minneapolis_11052013_Ward13CityCouncil.csv,Minneapolis,MN,city council,1,City council,2013,24033.278766357453,10188.47281908435,22309.72922,4.815992601,3.7203505489342324e-09,519.8801150271297,3483.4239112742052,24202.113990689108,66995.45416429086,55927.649936779504,21236.46663999162,82.94192165946653,947.553415,2053.8384662844765,4018.6269663381727,106.99525493534725,34518.06697421835,5084.818507585622,3158.0604820033086,34518.06697421835,34518.06697421835,14353.387197861412
Minneapolis_11062009_Ward1CityCouncil.csv,Minneapolis,MN,city council,1,City council,2009,21354.33401298427,7648.851885087889,19245.378229626673,7.898556654065255,37.99517313095615,389.4054418147988,2981.9639186347454,22570.27719839484,59115.727599415084,48040.45624522794,17724.84429045376,54.66642330255484,995.9656160276146,1711.489087228792,2459.2973815736873,27.95475259137899,30500.51770307575,3882.9860147838467,2691.978653666179,30500.51770307575,30500.51770307575,13795.412563153639
Minneapolis_11072017_Ward1CityCouncil.csv,Minneapolis,MN,city council,1,City council,2017,24238.017707140796,11452.219101067416,22373.51554,3.6102853066864413,0,518.1240143603261,3231.2170297597295,24348.665851512123,77334.10713127478,61870.98729587547,21566.625398140735,53.332811847995714,981.5905360846399,1864.9995051391554,4113.169005637925,75.62452429759334,34272.989719987214,4319.820192128892,2170.134309183711,34272.989719987214,34272.989719987214,14607.808420182355
NewYorkCity_06222021_DEMCouncilMember1stCouncilDistrict.csv,New York ,NY,city council,1,City council,2021,102190.24046947592,65644.54590764803,77546.02085,5.006059849462649,29.313368377073193,964.5237664019655,16634.48427464085,63430.84990755013,206852.11901204486,103371.80926628907,73666.08997406121,48.18651913919476,1233.5430814033361,42558.03994140615,9564.092833,219.27632421779765,131371.42487627835,42318.92739771227,17079.833384315272,131371.42487627835,131371.42487627835,62333.853782237784
Oakland_11032020_MemberCityCouncilDist1OaklandRCV.csv,Oakland,CA,city council,1,City council,2020,52105.17446,37865.87543691324,42195.47663075043,4.619585656,43.94574773508634,810.5582691,7266.6665693004215,36040.40187933415,192743.21780934563,137219.14485406596,40244.35495290585,115.33709848796472,1319.1252572608041,11262.42665070803,11425.97168975442,504.69439638128733,66552.92560012171,10406.325363162063,4216.330034232008,66552.92560012171,66552.92560012171,29326.24092637518
Oakland_11062012_CityCouncilDistrict1.csv,Oakland,CA,city council,1,City council,2012,47251.71059148748,30169.610603664467,37758.28843392179,8.219982873040804,45.35691182097404,609.3732010695842,6462.095983,32575.11194279145,112754.51978771758,75813.08602185769,34653.76694402403,51.28755279060989,812.5916669876016,8497.066099365627,13195.57338395207,320.8409420356647,60410.962580540705,8841.264667501424,3572.4614443029177,60410.962580540705,60410.962580540705,27570.959389600943
Oakland_11082016_CityCouncilDistrict1.csv,Oakland,CA,city council,1,City council,2016,48331.81254268275,32296.543262131647,39669.94254436464,5.320163971,23.212950461549607,765.7502984684006,6580.173865171783,34360.083355116534,142195.8359313128,102002.07369861875,37560.78521,182.33039168216382,913.7963203920957,9346.437465769583,11377.935294818244,546.7959322672441,61825.34335223472,10161.031733648537,4168.477875828015,61825.34335223472,61825.34335223472,27360.64804
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1.csv,San Francisco,CA,city council,1,City council,2020,52524.85207415335,34998.194184204796,40642.220173526126,4.482597040319371,6.004055853140786,795.8260629694843,5809.020139033149,28452.40137654316,190624.7446127851,139933.55107795107,38820.264335778964,73.13350038199476,881.5506274,31926.45345,2150.325801861751,555.4111547884337,68422.67785772434,21558.69741084379,6452.1162847043815,68422.67785772434,68422.67785772434,28035.17786659464
SanFrancisco_11042008_BoardofSupervisorsDistrict1.csv,San Francisco,CA,city council,1,City council,2008,48992.149315571616,26524.209993991684,39200.06194613159,5.6872593626978345,16.14209708735085,600.2164465449384,4499.283331935903,27235.063662055116,92385.83043501545,72169.36706477786,36976.51157979365,9440.406094129532,528.8915946595033,30125.687499696392,1719.7005508640182,750.5182897076852,64374.35010723124,24116.17676162478,6946.126469715325,64374.35010723124,64374.35010723124,25792.90043419416
SanFrancisco_11052004_BoardofSupervisorsDistrict1.csv,San Francisco,CA,city council,1,City council,2004,49941.33138916205,,38650.13448518134,,16.781121420535783,678.0008006779279,4021.988048443255,29341.01781545299,95575.77416168503,69642.42006538961,36102.317651347366,53.02724108468695,514.8962909322005,29099.75745563146,1831.2936336848202,621.9375735023391,64979.15298978776,23450.588962230144,6495.442157911435,64979.15298978776,64979.15298978776,24983.381161885376
SanFrancisco_11082016_BoardofSupervisorsDistrict1.csv,San Francisco,CA,city council,1,City council,2016,53043.25793,33183.43326,42015.73993368319,4.6583792391459555,8.000000094,704.4691367788996,5091.336949,30125.047242666693,140085.21367645368,99040.40701,40059.18839405165,123.68774014873063,638.7870435289153,30639.382112171097,2230.078807,287.45717749945317,68286.33539112682,22034.303586576905,6154.632554838059,68286.33539112682,68286.33539112682,27840.81491
TakomaPark_11082022_CityCouncilWard1.csv,Takoma Park,MD,city council,1,City council,2022,2705.5182417582914,1602.667893309098,2028.4823599178706,4.487711248396038,0.096626658,43.94524223060642,249.09680936789243,1657.3916314627095,146371.29325969602,103757.94106677326,1938.0623726051504,5.001796086957682,60.54528669579303,257.19989200981627,1643.494526243918,13.076678922252553,3852.6705954723816,1247.2260780891606,487.1557084866675,3852.6705954723816,3852.6705954723816,1541.575112137735
SanLeandro_11022010_CountyCouncilDistrict1.csv,San Leandro,CA,city council,1,County board of supervisors,2010,9247.113322571684,2952.8354548608236,6582.115961818559,9.967901403030414,11.385772684271377,156.3082621104815,3442.247396610625,4064.769492608923,72426.43947,58648.86519697254,5926.612679187327,0,341.1762681,2704.395858745518,2143.186271344034,296.47040475403463,12578.78234621465,3033.635311368794,1334.856083445215,12578.78234621465,12578.78234621465,5274.880941709879
SanLeandro_11042014_CountyCouncilDistrict1.csv,San Leandro,CA,city council,1,County board of supervisors,2014,10111.376373903086,3449.4908667308937,7832.5550062834955,7.972942500818168,0.081236091,172.90602037982813,4168.4876691508625,4310.414271545193,78567.56313,61969.197947772984,7209.091757729287,35.10654496269831,344.56272611388135,3210.009693847806,2187.4030383624995,437.50855856390325,13911.320068604698,3971.862786580845,1657.8221308240882,13911.320068604698,13911.320068604698,5719.159491889539
SanLeandro_11062018_CountyCouncilDistrict1.csv,San Leandro,CA,city council,1,County board of supervisors,2018,10667.77124637439,3667.311115283847,7644.104273592873,7.453726298923291,0.038546089,136.8929336,3750.125377021158,4584.924415094869,97934.54972137783,69226.93906601958,7072.607213000611,11.073625422387973,501.4638319307088,3483.2498262584018,2228.087875893585,98.85955223,13769.552034814757,3431.001472502491,1179.515617959642,13769.552034814757,13769.552034814757,5670.147883388865
Alaska_11082022_HouseDistrict1.csv,,AK,lower state legislative,1,State house,2022,12459.84299827313,3205.185678961378,8849.239472,4.640392312367758,210.00000000310985,126.23341932643706,963.0670278,9948.924528943875,103176.9471441064,77281.32802430852,8437.322441137796,420.63396787431026,5068.171242591689,1478.8169745101377,219.1500616203476,162.26674191417328,17569.163171455937,1365.1170793815922,453.40013273390355,17569.163171455937,17569.163171455937,6983.022235138635
Minneapolis_11062009_PRBoardDistrict1.csv,Minneapolis,MN,park district,1,Park board,2009,37861.59802067557,15206.128891907658,40713.88394376075,9.117701220393673,38.02590136156676,766.8625422467235,4913.081032034414,47584.70517025345,57738.85185862255,39078.22144292752,36874.277303641305,1528.9119236494253,1688.1818762472897,5597.070172090544,6020.897324673804,44.346742500394434,65331.60742066644,9894.077387,7023.053548026268,65331.60742066644,65331.60742066644,27288.849299338115
Minneapolis_11072017_PRBoardDistrict1.csv,Minneapolis,MN,park district,1,Park board,2017,42625.85458531036,22939.640326128094,49084.71244785263,4.774706071865617,7.001710887315525,717.4799043955378,5381.220234370414,52762.57636082134,75739.19306340457,54225.198197830956,46743.24075853417,100.0574087,1712.954799514389,7682.611139712381,7947.795551273918,120.98245232956448,74795.37072355911,10879.410698926255,6653.081446814874,74795.37072355911,74795.37072355911,29406.699988301432
Oakland_11032020_SchoolDirectorDist1OaklandRCV.csv,Oakland,CA,school board district,1,School superintendant,2020,52105.17446,37865.87543691324,42195.47663075043,4.619585656,43.94574773508634,810.5582691,7266.6665693004215,36040.40187933415,192743.21780934563,137219.14485406596,40244.35495290585,115.33709848796472,1319.1252572608041,11262.42665070803,11425.97168975442,504.69439638128733,66552.92560012171,10406.325363162063,4216.330034232008,66552.92560012171,66552.92560012171,29326.24092637518
Oakland_11062012_SchoolDirectorDistrict1.csv,Oakland,CA,school board district,1,School superintendant,2012,47251.71059148748,30169.610603664467,37758.28843392179,8.219982873040804,45.35691182097404,609.3732010695842,6462.095983,32575.11194279145,112754.51978771758,75813.08602185769,34653.76694402403,51.28755279060989,812.5916669876016,8497.066099365627,13195.57338395207,320.8409420356647,60410.962580540705,8841.264667501424,3572.4614443029177,60410.962580540705,60410.962580540705,27570.959389600943
Oakland_11082016_SchoolDirectorDistrict1.csv,Oakland,CA,school board district,1,School superintendant,2016,48331.81254268275,32296.543262131647,39669.94254436464,5.320163971,23.212950461549607,765.7502984684006,6580.173865171783,34360.083355116534,142195.8359313128,102002.07369861875,37560.78521,182.33039168216382,913.7963203920957,9346.437465769583,11377.935294818244,546.7959322672441,61825.34335223472,10161.031733648537,4168.477875828015,61825.34335223472,61825.34335223472,27360.64804
Minneapolis_11022021_ParkBoardDistrict1.csv,Minneapolis,MN,park district,1,Park board,2021,43871.877944516345,24461.129478460985,50148.56905,5.4543276077469685,215.94245039384316,693.9583629442151,5742.611880712629,53374.146238735244,91746.70006043105,64777.14549069745,47412.70530813338,187.3134171816753,1830.7716229057353,7623.292427745152,9182.021971,133.38980787341097,76974.74380019977,10819.209860061675,6198.971150035492,76974.74380019977,76974.74380019977,32045.812912070436
StLouisPark_11022021_CityCouncilWard1.csv,St Louis Park,MN,city council,1,City council,2021,9080.391355874417,5894.968884088587,7895.976708794119,3.5019079344301076,0,163.32024861775975,638.4243341324086,9681.249791491271,121474.40080900598,93512.06363089627,7618.3287583550455,10.004133923595006,118.0541449977548,671.2690099181712,1103.2099408672666,8.96466245,12618.453003976407,1429.921852346196,527.6689305286353,12618.453003976407,12618.453003976407,5945.599629560263
Minnetonka_11072023_CityCouncilWard1.csv,Minnetonka,MN,city council,1,City council,2023,10752.068819052258,6357.2649446728665,8519.600311324832,2.858329358,0,229.26679848236813,435.81716009934877,11682.71060999551,140552.4335381464,111441.62245001945,8275.893438572411,35.13811662,188.4061837458816,494.15721988816443,1463.9981999016677,5.878458835739273,14375.480860223735,994.2917939030142,167.28684621456165,14375.480860223735,14375.480860223735,6415.345541007976
Berkeley_11032020_MemberCityCouncilDist2BerkeleyRCV.csv,Berkeley,CA,city council,2,City council,2020,10377.098574279033,6044.576139099186,7584.510324518743,5.266511306,0.073116568,141.96796593432376,2549.1380644160213,6005.754039137562,120682.1460177675,79972.54297,7183.836165474805,15.386263180979345,360.7959003,2150.901578102443,3666.805359848149,91.74359975533925,14345.917378455779,2882.609313412055,1159.8212548550443,14345.917378455779,14345.917378455779,6036.784101
