Name,Label,Concept,Required,Attributes,Limit,Predicate Type,Group
DP05_0027E,Number!!Estimate!!SEX AND AGE!!Total population!!65 years and over!!Female,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0027EA,
                DP05_0027M,
                DP05_0027MA",0,int,DP05
DP05_0028E,Number!!Estimate!!RACE!!Total population,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0028EA,
                DP05_0028M,
                DP05_0028MA",0,int,DP05
DP05_0029E,Number!!Estimate!!RACE!!Total population!!One race,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0029EA,
                DP05_0029M,
                DP05_0029MA",0,int,DP05
DP05_0030E,Number!!Estimate!!RACE!!Total population!!Two or more races,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0030EA,
                DP05_0030M,
                DP05_0030MA",0,int,DP05
DP05_0031E,Number!!Estimate!!RACE!!One race,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0031EA,
                DP05_0031M,
                DP05_0031MA",0,int,DP05
DP05_0032E,Number!!Estimate!!RACE!!One race!!White,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0032EA,
                DP05_0032M,
                DP05_0032MA",0,int,DP05
DP05_0033E,Number!!Estimate!!RACE!!One race!!Black or African American,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0033EA,
                DP05_0033M,
                DP05_0033MA",0,int,DP05
DP05_0034E,Number!!Estimate!!RACE!!One race!!American Indian and Alaska Native,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0034EA,
                DP05_0034M,
                DP05_0034MA",0,int,DP05
DP05_0035E,Number!!Estimate!!RACE!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0035EA,
                DP05_0035M,
                DP05_0035MA",0,int,DP05
DP05_0036E,Number!!Estimate!!RACE!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0036EA,
                DP05_0036M,
                DP05_0036MA",0,int,DP05
DP05_0037E,Number!!Estimate!!RACE!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0037EA,
                DP05_0037M,
                DP05_0037MA",0,int,DP05
DP05_0038E,Number!!Estimate!!RACE!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0038EA,
                DP05_0038M,
                DP05_0038MA",0,int,DP05
DP05_0039E,Number!!Estimate!!RACE!!One race!!Asian,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0039EA,
                DP05_0039M,
                DP05_0039MA",0,int,DP05
DP05_0040E,Number!!Estimate!!RACE!!One race!!Asian!!Asian Indian,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0040EA,
                DP05_0040M,
                DP05_0040MA",0,int,DP05
DP05_0041E,Number!!Estimate!!RACE!!One race!!Asian!!Chinese,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0041EA,
                DP05_0041M,
                DP05_0041MA",0,int,DP05
DP05_0042E,Number!!Estimate!!RACE!!One race!!Asian!!Filipino,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0042EA,
                DP05_0042M,
                DP05_0042MA",0,int,DP05
DP05_0043E,Number!!Estimate!!RACE!!One race!!Asian!!Japanese,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0043EA,
                DP05_0043M,
                DP05_0043MA",0,int,DP05
DP05_0044E,Number!!Estimate!!RACE!!One race!!Asian!!Korean,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0044EA,
                DP05_0044M,
                DP05_0044MA",0,int,DP05
DP05_0045E,Number!!Estimate!!RACE!!One race!!Asian!!Vietnamese,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0045EA,
                DP05_0045M,
                DP05_0045MA",0,int,DP05
DP05_0046E,Number!!Estimate!!RACE!!One race!!Asian!!Other Asian,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0046EA,
                DP05_0046M,
                DP05_0046MA",0,int,DP05
DP05_0047E,Number!!Estimate!!RACE!!One race!!Native Hawaiian and Other Pacific Islander,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0047EA,
                DP05_0047M,
                DP05_0047MA",0,int,DP05
DP05_0048E,Number!!Estimate!!RACE!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0048EA,
                DP05_0048M,
                DP05_0048MA",0,int,DP05
DP05_0049E,Number!!Estimate!!RACE!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0049EA,
                DP05_0049M,
                DP05_0049MA",0,int,DP05
DP05_0050E,Number!!Estimate!!RACE!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0050EA,
                DP05_0050M,
                DP05_0050MA",0,int,DP05
DP05_0051E,Number!!Estimate!!RACE!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0051EA,
                DP05_0051M,
                DP05_0051MA",0,int,DP05
DP05_0052E,Number!!Estimate!!RACE!!One race!!Some other race,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0052EA,
                DP05_0052M,
                DP05_0052MA",0,int,DP05
DP05_0053E,Number!!Estimate!!RACE!!Two or more races,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0053EA,
                DP05_0053M,
                DP05_0053MA",0,int,DP05
DP05_0054E,Number!!Estimate!!RACE!!Two or more races!!White and Black or African American,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0054EA,
                DP05_0054M,
                DP05_0054MA",0,int,DP05
DP05_0055E,Number!!Estimate!!RACE!!Two or more races!!White and American Indian and Alaska Native,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0055EA,
                DP05_0055M,
                DP05_0055MA",0,int,DP05
DP05_0056E,Number!!Estimate!!RACE!!Two or more races!!White and Asian,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0056EA,
                DP05_0056M,
                DP05_0056MA",0,int,DP05
DP05_0057E,Number!!Estimate!!RACE!!Two or more races!!Black or African American and American Indian and Alaska Native,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0057EA,
                DP05_0057M,
                DP05_0057MA",0,int,DP05
DP05_0058E,Number!!Estimate!!Race alone or in combination with one or more other races!!Total population,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0058EA,
                DP05_0058M,
                DP05_0058MA",0,int,DP05
DP05_0059E,Number!!Estimate!!Race alone or in combination with one or more other races!!Total population!!White,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0059EA,
                DP05_0059M,
                DP05_0059MA",0,int,DP05
DP05_0060E,Number!!Estimate!!Race alone or in combination with one or more other races!!Total population!!Black or African American,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0060EA,
                DP05_0060M,
                DP05_0060MA",0,int,DP05
DP05_0061E,Number!!Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0061EA,
                DP05_0061M,
                DP05_0061MA",0,int,DP05
DP05_0062E,Number!!Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0062EA,
                DP05_0062M,
                DP05_0062MA",0,int,DP05
DP05_0063E,Number!!Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0063EA,
                DP05_0063M,
                DP05_0063MA",0,int,DP05
DP05_0064E,Number!!Estimate!!Race alone or in combination with one or more other races!!Total population!!Some other race,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0064EA,
                DP05_0064M,
                DP05_0064MA",0,int,DP05
DP05_0065E,Number!!Estimate!!HISPANIC OR LATINO AND RACE!!Total population,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0065EA,
                DP05_0065M,
                DP05_0065MA",0,int,DP05
DP05_0066E,Number!!Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0066EA,
                DP05_0066M,
                DP05_0066MA",0,int,DP05
DP05_0067E,Number!!Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0067EA,
                DP05_0067M,
                DP05_0067MA",0,int,DP05
DP05_0068E,Number!!Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0068EA,
                DP05_0068M,
                DP05_0068MA",0,int,DP05
DP05_0069E,Number!!Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0069EA,
                DP05_0069M,
                DP05_0069MA",0,int,DP05
DP05_0070E,Number!!Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0070EA,
                DP05_0070M,
                DP05_0070MA",0,int,DP05
DP05_0071E,Number!!Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0071EA,
                DP05_0071M,
                DP05_0071MA",0,int,DP05
DP05_0072E,Number!!Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0072EA,
                DP05_0072M,
                DP05_0072MA",0,int,DP05
DP05_0073E,Number!!Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0073EA,
                DP05_0073M,
                DP05_0073MA",0,int,DP05
DP05_0074E,Number!!Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0074EA,
                DP05_0074M,
                DP05_0074MA",0,int,DP05
DP05_0075E,Number!!Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0075EA,
                DP05_0075M,
                DP05_0075MA",0,int,DP05
DP05_0076E,Number!!Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0076EA,
                DP05_0076M,
                DP05_0076MA",0,int,DP05
DP05_0077E,Number!!Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0077EA,
                DP05_0077M,
                DP05_0077MA",0,int,DP05
DP05_0078E,Number!!Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0078EA,
                DP05_0078M,
                DP05_0078MA",0,int,DP05
DP05_0079E,Number!!Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0079EA,
                DP05_0079M,
                DP05_0079MA",0,int,DP05
DP05_0080E,"Number!!Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races",ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0080EA,
                DP05_0080M,
                DP05_0080MA",0,int,DP05
DP05_0081E,Number!!Estimate!!Total housing units,ACS Demographic and Housing Estimates:  2005-2009,not required,"DP05_0081EA,
                DP05_0081M,
                DP05_0081MA",0,int,DP05
